name,mass,year,lat,lng,recclass,group,fall,id
Sayh al Uhaymir 482,157.457,2007,20.4454,56.6554,L6,Stony,Found,48647
Sayh al Uhaymir 483,49.251,2007,20.5979,56.9788,H5,Stony,Found,48648
Shişr 112,36.8,2007,18.2498,53.9964,L~6,Stony,Found,45949
Shişr 113,12.5,2007,18.2509,53.9987,H~5,Stony,Found,51668
Shişr 114,2.4,2007,18.2528,53.9987,H~5,Stony,Found,51669
Shişr 115,2.9,2007,18.2537,53.9988,H~5,Stony,Found,51670
Shişr 116,2.9,2007,18.2538,53.9986,H~5,Stony,Found,51671
Shişr 117,4.8,2007,18.2544,53.9984,H~5,Stony,Found,51672
Shişr 118,10.2,2007,18.2531,53.9955,L/LL4,Stony,Found,51715
Shişr 119,6.8,2007,18.2542,53.998,H~5,Stony,Found,51673
Shişr 120,8.2,2007,18.2547,53.9945,H~5,Stony,Found,51674
Shişr 121,49.0,2007,18.2586,53.9921,H4,Stony,Found,51675
Shişr 122,46.2,2007,18.2587,53.9932,H~5,Stony,Found,51676
Shişr 123,48.2,2007,18.2587,53.9932,H~5,Stony,Found,51677
Shişr 124,1.9,2007,18.2587,53.9932,H~5,Stony,Found,51678
Shişr 125,23.9,2007,18.258,53.9935,H~5,Stony,Found,45950
Shişr 126,11.7,2007,18.258,53.9934,H5,Stony,Found,51679
Shişr 127,6.1,2007,18.2581,53.9932,H~5,Stony,Found,51680
Shişr 128,52.4,2007,18.2581,53.9932,H~5,Stony,Found,51681
Shişr 129,25.2,2007,18.258,53.9935,H~5,Stony,Found,51682
Shişr 130,13.4,2007,18.2582,53.9931,H~5,Stony,Found,51683
Shişr 131,2.8,2007,18.2584,53.9928,H~5,Stony,Found,51684
Shişr 132,13.6,2007,18.2587,53.9924,H~5,Stony,Found,51685
Shişr 133,12.3,2007,18.2594,53.993,H~5,Stony,Found,51686
Shişr 134,0.5,2007,18.2588,53.9928,H~5,Stony,Found,51687
Shişr 135,69.7,2007,18.259,53.9918,H~5,Stony,Found,51688
Shişr 136,1.6,2007,18.2593,53.9911,H~5,Stony,Found,45951
Shişr 137,150.9,2007,18.2543,53.9973,L~4,Stony,Found,45952
Shişr 138,17.4,2007,18.2543,53.995,L~6,Stony,Found,45953
Shişr 139,17.2,2007,18.2539,53.997,L~6,Stony,Found,45954
Shişr 140,37.6,2007,18.254,53.9987,H~5,Stony,Found,45955
Shişr 141,38.6,2007,18.2539,53.9978,H~5,Stony,Found,51689
Shişr 142,25.3,2007,18.2515,53.9988,H~5,Stony,Found,51690
Shişr 143,16.0,2007,18.2514,53.9969,H~5,Stony,Found,51691
Shişr 144,10.2,2007,18.2517,53.9981,H~6,Stony,Found,45956
Shişr 145,12.7,2007,18.2522,53.998,H~5,Stony,Found,51692
Shişr 146,6.9,2007,18.2519,53.998,H~5,Stony,Found,51693
Shişr 147,20.7,2007,18.2509,53.9969,H~5,Stony,Found,51694
Shişr 148,23.0,2007,18.2507,53.9967,H~5,Stony,Found,51695
Shişr 149,14.1,2007,18.2522,53.9974,H~5,Stony,Found,51696
Shişr 150,61.3,2007,18.254,53.9952,H~5,Stony,Found,51697
Shişr 151,8.1,2007,18.2542,53.9948,H~5,Stony,Found,51698
Shişr 152,12.8,2007,18.2552,53.997,H~5,Stony,Found,51699
Shişr 153,9.8,2007,18.2543,53.9955,H~5,Stony,Found,51700
Shişr 154,53.2,2007,18.2589,53.9937,H~5,Stony,Found,51701
Shişr 155,32.5,2007,18.2599,53.9928,H4,Stony,Found,51702
Shişr 156,130.0,2007,18.2611,53.9933,H~5,Stony,Found,51703
Shişr 157,5.6,2007,18.2611,53.9923,H~5,Stony,Found,51704
Shişr 158,61.4,2007,18.2593,53.9925,H~5,Stony,Found,55268
Shişr 159,113.8,2007,18.2591,53.992,H~5,Stony,Found,45957
Taoudenni,24370.0,2007,22.7917,-3.9667,Diogenite,Stony,Found,51580
Thiel Mountains 06001,193.0,2007,-85.167,-94.75,H6,Stony,Found,46405
Thiel Mountains 06002,224.0,2007,-85.1663,-94.7167,L6,Stony,Found,46406
Thiel Mountains 06003,266.0,2007,-85.1647,-94.5488,L6,Stony,Found,46407
Thiel Mountains 06004,280.0,2007,-85.162,-94.5475,L5,Stony,Found,46408
Thiel Mountains 06005,432.0,2007,-85.1603,-94.562,H4,Stony,Found,46409
Thiel Mountains 07001,1865.0,2007,-85.2335,-90.4373,H6,Stony,Found,51010
Thiel Mountains 07002,222.0,2007,-85.159,-94.616,L5,Stony,Found,51011
Thiel Mountains 07004,32.0,2007,-85.157,-94.5967,H6,Stony,Found,51012
Thiel Mountains 07005,152.0,2007,-85.1658,-94.7918,H6,Stony,Found,51013
Thiel Mountains 07006,370.0,2007,-85.1672,-94.6752,L5,Stony,Found,51014
Thiel Mountains 07007,18.0,2007,-85.1563,-94.614,CV3,Stony,Found,51708
Thiel Mountains 07010,119.0,2007,-85.1647,-94.7212,L5,Stony,Found,51015
Thiel Mountains 07011,19.0,2007,-85.1695,-94.7825,H6,Stony,Found,51016
Thiel Mountains 07012,30.0,2007,-85.165,-94.7188,Acapulcoite,Stony,Found,51709
Thiel Mountains 07013,396.0,2007,-85.1657,-94.6838,L5,Stony,Found,51017
Thumrayt 002,3072.0,2007,17.9695,54.0663,L3.5,Stony,Found,51862
Toufassour,73300.0,2007,29.6522,-7.7493,Mesosiderite,Stony-Iron,Found,47702
Tungsten Mountain 533,25.3,2007,39.6895,-117.6236,H5,Stony,Found,51851
Tungsten Mountain 535,26.1,2007,39.6891,-117.6226,H4,Stony,Found,51852
Tungsten Mountain 541,5.7,2007,39.6884,-117.6242,H3.8,Stony,Found,52014
Tungsten Mountain 542,4.6,2007,39.6872,-117.6262,H5,Stony,Found,51853
Tungsten Mountain 543,18.1,2007,39.6894,-117.6203,H4,Stony,Found,51854
Tungsten Mountain 563,9.3,2007,39.6772,-117.6286,H5,Stony,Found,51855
Tungsten Mountain 572,10.7,2007,39.681,-117.6132,H6,Stony,Found,51856
Vitoria da Conquista,10500.0,2007,-14.8386,-40.8361,"Iron, IVA",Iron,Found,48953
Whitecourt,5372.0,2007,53.9992,-115.5975,"Iron, IIIAB",Iron,Found,47345
Yelland Dry Lake,76000.0,2007,39.3507,-114.4078,H4,Stony,Found,52641
Almahata Sitta,3950.0,2008,20.7458,32.4128,Ureilite-an,Stony,Fell,48915
Berduc,270.0,2008,-31.91,-58.3283,L6,Stony,Fell,48975
Buzzard Coulee,41000.0,2008,52.996,-109.8482,H4,Stony,Fell,48654
Daule,6580.0,2008,-1.8709,-79.9576,L5,Stony,Fell,51559
Kemer,5760.0,2008,36.5419,29.4182,L4,Stony,Fell,53654
Pleşcoi,6913.0,2008,45.275,26.7097,L5-6,Stony,Fell,51706
Santa Lucia (2008),4000.0,2008,-31.5356,-68.4894,L6,Stony,Fell,50909
Sulagiri,110000.0,2008,12.6667,78.0333,LL6,Stony,Fell,48951
Tamdakht,100000.0,2008,31.1633,-7.015,H5,Stony,Fell,48691
Abar al' Uj 001,194.34,2008,22.7219,48.9594,H3.8,Stony,Found,51399
Ashuwairif 001,14566.0,2008,29.3594,14.2553,H4,Stony,Found,51563
Ashuwairif 002,11953.0,2008,29.3797,14.2697,L5/6,Stony,Found,51564
Ashuwairif 003,2900.0,2008,29.3583,14.2483,H4,Stony,Found,53616
Ashuwairif 004,15750.0,2008,29.3658,14.2761,L6,Stony,Found,53630
Bir Zar 001,627.0,2008,31.481,9.8407,H6,Stony,Found,48904
Bir Zar 002,331.0,2008,31.9383,10.284,L4/5,Stony,Found,48905
Bir Zar 003,39.0,2008,31.4997,9.8772,H3,Stony,Found,48906
Bir Zar 004,19.0,2008,31.8716,10.1936,H6,Stony,Found,48907
Bir Zar 005,17.0,2008,31.8969,10.1957,H4,Stony,Found,48908
Bir Zar 006,21.0,2008,31.8983,10.1953,H6,Stony,Found,48909
Bir Zar 007,5.2,2008,31.9218,10.1875,L6,Stony,Found,48910
Bir Zar 008,200.0,2008,31.9264,10.1896,H6,Stony,Found,48911
Bir Zar 009,21.0,2008,31.9264,10.1896,H5-6,Stony,Found,48912
Boulder Mine,1560.0,2008,34.685,-114.323,L5,Stony,Found,52852
Camel Donga 053,579.0,2008,-30.3167,126.6167,LL5-6,Stony,Found,55717
Cuddeback Dry Lake 013,1.6,2008,35.3122,-117.453,H4,Stony,Found,52974
Cuddeback Dry Lake 017,23.1,2008,35.2853,-117.4831,H6,Stony,Found,52978
Cuddeback Dry Lake 018,8.5,2008,35.2864,-117.4831,H4,Stony,Found,52979
Cuddeback Dry Lake 019,10.1,2008,35.3045,-117.4582,L6,Stony,Found,52980
Cuddeback Dry Lake 028,19.5,2008,35.296,-117.472,L5,Stony,Found,52967
Cuddeback Dry Lake 029,22.2,2008,35.296,-117.472,H4,Stony,Found,52968
Dar al Gani 1052,280.0,2008,27.3283,16.2187,LL5,Stony,Found,53617
Dhofar 1450,5.4,2008,19.264,54.7236,LL~6,Stony,Found,51598
Dhofar 1451,570.0,2008,19.213,54.6208,H~5,Stony,Found,51599
Dhofar 1452,163.0,2008,19.016,54.3678,L~6,Stony,Found,51600
Dhofar 1453,402.4,2008,18.9987,54.3938,L/LL~5,Stony,Found,51711
Dhofar 1455,488.9,2008,18.9765,54.4038,LL5,Stony,Found,51601
Dhofar 1456,90.2,2008,18.988,54.4183,H~5,Stony,Found,51602
Dhofar 1457,11.4,2008,18.9984,54.4162,H~5,Stony,Found,51603
Dhofar 1458,428.0,2008,18.9922,54.4177,L~5,Stony,Found,51604
Dhofar 1459,50.4,2008,19.0188,54.3735,H5,Stony,Found,51605
Dhofar 1460,40.5,2008,19.0182,54.3723,L~6,Stony,Found,51606
Dhofar 1461,44.7,2008,19.0193,54.369,L~6,Stony,Found,53785
Dhofar 1462,400.8,2008,18.3496,54.2501,L~4,Stony,Found,55271
Dhofar 1463,23.6,2008,18.4528,54.1615,L/LL~4,Stony,Found,51712
Dhofar 1464,68.5,2008,18.5689,54.1681,H~5,Stony,Found,51607
Dhofar 1465,236.6,2008,18.5691,54.1711,L~6,Stony,Found,51608
Dhofar 1466,268.0,2008,18.5713,54.1711,L~6,Stony,Found,51609
Dhofar 1467,1305.1,2008,18.5662,54.1579,L~5,Stony,Found,51610
Dhofar 1468,65.6,2008,18.5662,54.1579,H~5,Stony,Found,51611
Dhofar 1469,110.0,2008,18.5618,54.1722,L~6,Stony,Found,51612
Dhofar 1470,51.6,2008,18.5667,54.1697,H~5,Stony,Found,51613
Dhofar 1471,760.0,2008,18.5667,54.1604,H~5,Stony,Found,51614
Dhofar 1472,1064.1,2008,18.5743,54.1494,LL6,Stony,Found,51615
Dhofar 1473,131.2,2008,18.6051,54.1688,L/LL~6,Stony,Found,51713
Dhofar 1474,388.7,2008,18.6106,54.1716,L~6,Stony,Found,53786
Dhofar 1475,1039.2,2008,18.6031,54.1778,L~6,Stony,Found,51616
Dhofar 1476,28.9,2008,18.9886,54.4031,H3,Stony,Found,55720
Dhofar 1490,309.0,2008,18.7978,54.4044,H5-6,Stony,Found,51053
Dhofar 1491,256.0,2008,18.7432,54.3769,L4-6,Stony,Found,51591
Dhofar 1492,510.0,2008,18.7758,54.4543,H3,Stony,Found,51565
Dhofar 1493,14000.0,2008,18.6738,54.4502,L6,Stony,Found,51054
Dhofar 1494,1400.0,2008,18.6852,54.442,H4,Stony,Found,51055
Dhofar 1495,2300.0,2008,18.667,54.4349,L4,Stony,Found,51056
Dhofar 1496,1000.0,2008,18.6871,54.42,LL(L)3,Stony,Found,51572
Dhofar 1497,1856.0,2008,18.7317,54.397,L3-5,Stony,Found,51566
Dhofar 1514,1749.0,2008,18.3386,54.3894,R3.6,Stony,Found,53878
Dhofar 1515,1450.0,2008,18.5253,54.6172,H6,Stony,Found,52389
Dhofar 1516,1134.0,2008,18.4087,54.5953,H5,Stony,Found,52390
Dhofar 1517,1064.0,2008,18.9263,54.4128,H5,Stony,Found,52391
Dhofar 1518,450.0,2008,18.732,54.3845,H4,Stony,Found,52392
Dhofar 1519,388.0,2008,18.4612,54.3663,Ureilite,Stony,Found,53879
Dhofar 1520,1490.0,2008,18.6845,54.5397,H4,Stony,Found,52393
Dhofar 1521,1940.0,2008,18.4017,54.5472,L6,Stony,Found,52394
Dhofar 1522,625.0,2008,18.6713,54.6817,H6,Stony,Found,52395
Dhofar 1523,234.0,2008,18.3517,54.2406,L4,Stony,Found,54476
Dhofar 1524,4652.0,2008,18.5113,54.6078,H5,Stony,Found,52397
Dhofar 1525,6476.0,2008,18.7763,54.3963,H4,Stony,Found,52398
Dhofar 1526,71.1,2008,19.5676,54.9541,H4,Stony,Found,50913
Dhofar 1542,500.0,2008,18.1742,54.2813,L6,Stony,Found,52416
Dhofar 1543,1734.0,2008,18.222,54.3178,H4,Stony,Found,52417
Dhofar 1544,2808.0,2008,18.3637,54.5653,L4,Stony,Found,52418
Dhofar 1545,1013.0,2008,18.5745,54.5903,H4,Stony,Found,52407
Dhofar 1546,119.0,2008,18.5345,54.64,L5,Stony,Found,52419
Dhofar 1547,380.0,2008,18.585,54.28,H4,Stony,Found,52420
Dhofar 1548,4070.0,2008,18.647,54.1755,L6,Stony,Found,52421
Dhofar 1549,67.0,2008,18.4303,54.2372,LL3.4,Stony,Found,53883
Dhofar 1550,624.0,2008,18.5908,54.543,H4,Stony,Found,52422
Dhofar 1551,451.0,2008,18.6333,54.3475,H6,Stony,Found,52408
Dhofar 1552,454.0,2008,18.7645,54.3222,L-melt breccia,Stony,Found,54614
Dhofar 1565,43000.0,2008,18.2735,54.2137,H5,Stony,Found,51570
Dhofar 1566,605.0,2008,18.2423,54.1065,LL5-6,Stony,Found,51571
Dhofar 1577,530.0,2008,19.2872,54.636,H5,Stony,Found,52010
Grandview,6400.0,2008,32.7883,-101.9383,L5,Stony,Found,47730
Harper Dry Lake 029,11.56,2008,35.0457,-117.2666,H6,Stony,Found,52112
Hyattville,8911.0,2008,44.3382,-107.674,L6,Stony,Found,52755
Ifould Lake 001,40.9,2008,-30.85,132.0833,L5,Stony,Found,52649
Jepara,499500.0,2008,-6.6,110.7333,"Pallasite, PMG",Stony-Iron,Found,53840
Jiddat al Harasis 479  ,553.0,2008,19.7857,55.8535,Martian (shergottite),Stony,Found,49513
Jiddat al Harasis 480,21.7,2008,19.9713,56.4301,H5,Stony,Found,50670
Jiddat al Harasis 481,3.8,2008,19.9713,56.4301,Mesosiderite,Stony-Iron,Found,50671
Jiddat al Harasis 482,31.9,2008,19.9752,56.4284,Mesosiderite,Stony-Iron,Found,50672
Jiddat al Harasis 483,2.9,2008,19.9788,56.4194,Mesosiderite,Stony-Iron,Found,50673
Jiddat al Harasis 484,5.8,2008,19.9789,56.4319,H6,Stony,Found,50674
Jiddat al Harasis 485,40.5,2008,19.9778,56.4236,Mesosiderite,Stony-Iron,Found,50675
Jiddat al Harasis 486,15.8,2008,19.9753,56.4219,Mesosiderite,Stony-Iron,Found,50676
Jiddat al Harasis 487,5.9,2008,19.9757,56.418,H6,Stony,Found,50677
Jiddat al Harasis 488,22.0,2008,19.9683,56.4151,H3,Stony,Found,50678
Jiddat al Harasis 489,30.9,2008,19.9689,56.4168,Mesosiderite,Stony-Iron,Found,50679
Jiddat al Harasis 490,8.0,2008,19.9768,56.4111,H6,Stony,Found,50680
Jiddat al Harasis 491,43.0,2008,19.9806,56.4121,H4/5,Stony,Found,50681
Jiddat al Harasis 492,325.0,2008,19.9815,56.4174,Mesosiderite,Stony-Iron,Found,50682
Jiddat al Harasis 505,326.2,2008,19.6942,55.6748,H5,Stony,Found,50918
Jiddat al Harasis 506,2850.3,2008,19.6749,55.6474,H5,Stony,Found,50919
Jiddat al Harasis 507,310.0,2008,19.679,55.5211,L6,Stony,Found,50920
Jiddat al Harasis 508,387.9,2008,19.6698,55.5124,L6,Stony,Found,50921
Jiddat al Harasis 509,147.8,2008,19.6378,55.5624,H4,Stony,Found,50922
Jiddat al Harasis 510,21.9,2008,19.635,55.564,H6,Stony,Found,50923
Jiddat al Harasis 511,166.4,2008,19.5419,55.1527,H6,Stony,Found,50924
Jiddat al Harasis 512,1242.0,2008,19.5309,55.18,H4,Stony,Found,50925
Jiddat al Harasis 513,9.5,2008,19.531,55.1798,LL7,Stony,Found,51407
Jiddat al Harasis 514,20.2,2008,19.5266,55.1954,EL4,Stony,Found,54447
Jiddat al Harasis 515,24.4,2008,19.5496,55.2467,L5-6,Stony,Found,50926
Jiddat al Harasis 516,172.8,2008,19.4108,55.114,H5,Stony,Found,50927
Jiddat al Harasis 517,162.3,2008,19.5015,55.1729,H6,Stony,Found,50928
Jiddat al Harasis 518,14.1,2008,19.5304,55.1801,H6,Stony,Found,50929
Jiddat al Harasis 519,0.9,2008,19.5306,55.181,H6,Stony,Found,50930
Jiddat al Harasis 520,117.1,2008,19.5305,55.1814,L6,Stony,Found,50931
Jiddat al Harasis 521,1989.0,2008,19.5305,55.1816,L6,Stony,Found,51408
Jiddat al Harasis 522,6.0,2008,19.5317,55.1815,H6,Stony,Found,51409
Jiddat al Harasis 523,60.6,2008,19.5318,55.1818,H6,Stony,Found,51410
Jiddat al Harasis 524,6.0,2008,19.5312,55.1797,H6,Stony,Found,51411
Jiddat al Harasis 525,1.6,2008,19.5332,55.175,L4-6,Stony,Found,51412
Jiddat al Harasis 526,5.6,2008,19.5333,55.1756,H6,Stony,Found,51413
Jiddat al Harasis 527,3.8,2008,19.5337,55.1755,H6,Stony,Found,51414
Jiddat al Harasis 528,19.7,2008,19.5343,55.174,H6,Stony,Found,51415
Jiddat al Harasis 529,2.1,2008,19.5343,55.174,H6,Stony,Found,51416
Jiddat al Harasis 530,12.6,2008,19.5335,55.1749,H4-6,Stony,Found,51417
Jiddat al Harasis 531,1.7,2008,19.5342,55.1755,H6,Stony,Found,51418
Jiddat al Harasis 532,30.8,2008,19.5338,55.1748,L6,Stony,Found,50932
Jiddat al Harasis 533,24.0,2008,19.5405,55.1671,H6,Stony,Found,51419
Jiddat al Harasis 534,87.1,2008,19.5385,55.1696,H6,Stony,Found,50933
Jiddat al Harasis 535,89.4,2008,19.536,55.1671,H4-6,Stony,Found,51420
Jiddat al Harasis 536,1.0,2008,19.544,55.1651,H6,Stony,Found,51421
Jiddat al Harasis 537,33.2,2008,19.5367,55.1739,H6,Stony,Found,51422
Jiddat al Harasis 538,316.0,2008,19.5453,55.1625,H6,Stony,Found,50934
Jiddat al Harasis 539,0.5,2008,19.5453,55.1623,H4,Stony,Found,50935
Jiddat al Harasis 540,259.2,2008,19.5358,55.1625,H5,Stony,Found,50936
Jiddat al Harasis 541,104.2,2008,19.5366,55.163,H5,Stony,Found,50937
Jiddat al Harasis 542,80.1,2008,19.6112,55.2291,H4,Stony,Found,50938
Jiddat al Harasis 543,8.8,2008,19.5381,55.1679,H6,Stony,Found,51423
Jiddat al Harasis 544,78.8,2008,19.5475,55.1657,H5,Stony,Found,50939
Jiddat al Harasis 545,14.6,2008,19.5367,55.1628,H5,Stony,Found,50940
Jiddat al Harasis 546,322.9,2008,19.5366,55.1601,H6,Stony,Found,50941
Jiddat al Harasis 547,105.6,2008,19.5382,55.1683,H4-6,Stony,Found,51424
Jiddat al Harasis 548,433.6,2008,19.531,55.1824,L6,Stony,Found,50942
Jiddat al Harasis 549,86.5,2008,19.5386,55.2017,H5,Stony,Found,50943
Jiddat al Harasis 550,193.9,2008,19.537,55.1774,H6,Stony,Found,50944
Jiddat al Harasis 551,24.0,2008,19.5291,55.1816,H4-6,Stony,Found,51425
Jiddat al Harasis 552,17.7,2008,19.525,55.1833,L5,Stony,Found,50945
Jiddat al Harasis 553,496.5,2008,19.5987,55.1877,L6,Stony,Found,50946
Jiddat al Harasis 554,6.8,2008,19.5999,55.186,H6,Stony,Found,50947
Jiddat al Harasis 555,1759.6,2008,19.5721,55.4866,H5,Stony,Found,50948
Jiddat al Harasis 556,36.6,2008,19.6572,55.5899,Howardite,Stony,Found,54492
Jiddat al Harasis 557,29.9,2008,19.6449,55.6423,H5,Stony,Found,50949
Jiddat al Harasis 558,67.6,2008,19.7638,56.118,L6,Stony,Found,50950
Jiddat al Harasis 559,208.6,2008,19.8399,56.1052,H3.7/3.8,Stony,Found,51426
Jiddat al Harasis 560,108.6,2008,19.856,56.1058,H4,Stony,Found,54448
Jiddat al Harasis 561,8.7,2008,19.8993,56.1727,H5,Stony,Found,50951
Jiddat al Harasis 562,350.0,2008,19.8326,56.2132,L3.7/3.8,Stony,Found,51427
Jiddat al Harasis 563,2141.4,2008,19.6712,56.1977,H6,Stony,Found,50952
Jiddat al Harasis 564,1173.0,2008,19.6867,56.1441,H6,Stony,Found,50953
Jiddat al Harasis 565,3.2,2008,19.8342,56.4856,H5,Stony,Found,50954
Ksar Ghilane 001,5511.0,2008,32.681,9.7287,L6,Stony,Found,54553
Kumtag,26000.0,2008,41.6689,93.1731,H5,Stony,Found,49512
Laughlin,10.0,2008,35.1687,-114.455,H5,Stony,Found,53492
Lucerne Valley 094,3.5,2008,34.4871,-116.9615,CK5,Stony,Found,52526
Lucerne Valley 095,1.1,2008,34.4866,-116.9592,CK5,Stony,Found,52527
Lucerne Valley 096,7.3,2008,34.4866,-116.9564,L5,Stony,Found,52528
Lucerne Valley 097,6.5,2008,34.4856,-116.9567,CK4,Stony,Found,52529
Lucerne Valley 098,1.5,2008,34.487,-116.956,CK4,Stony,Found,52530
Lucerne Valley 099,3.2,2008,34.4873,-116.9605,CK5,Stony,Found,52531
Lucerne Valley 100,0.8,2008,34.4874,-116.9607,CK5,Stony,Found,52532
Lucerne Valley 101,4.0,2008,34.486,-116.9559,CK4,Stony,Found,52533
Mangum,750.0,2008,34.849,-99.704,H4,Stony,Found,55331
Northwest Africa 6203,35400.0,2008,30.5167,-4.3,"Iron, IAB-MG",Iron,Found,51736
Northwest Africa 6903,50000.0,2008,32.3717,-6.36,"Iron, IIIAB",Iron,Found,53891
Oldman Mountain,198.96,2008,33.6725,-114.2917,H5,Stony,Found,56392
Österplana 055,0.0,2008,58.5833,13.4333,Relict OC,Stony,Found,56154
Österplana 056,0.0,2008,58.5833,13.4333,Relict OC,Stony,Found,56155
Powell Peak 002,1062.0,2008,34.7049,-114.3457,L4,Stony,Found,54526
Premier Downs 002,124.6,2008,-30.6883,125.5133,LL5-6,Stony,Found,55719
Qulumat Nadqan 001,13901.0,2008,23.143,49.5325,L3.7,Stony,Found,51400
Ramlat as Sahmah 267,117.1,2008,20.5971,56.1509,LL6,Stony,Found,50955
Ramlat as Sahmah 268,956.8,2008,20.5814,56.1299,H6,Stony,Found,50956
Ramlat as Sahmah 269,438.2,2008,20.5713,56.1269,H6,Stony,Found,50957
Ramlat as Sahmah 270,881.7,2008,20.5534,56.1268,L6,Stony,Found,50958
Ramlat as Sahmah 271,8904.0,2008,20.5247,56.1215,L6,Stony,Found,50959
Ramlat as Sahmah 272,48.9,2008,20.5048,56.1285,L5,Stony,Found,50960
Ramlat as Sahmah 273,163.3,2008,20.5197,56.1235,L4-6,Stony,Found,50961
Ramlat as Sahmah 274,278.5,2008,20.5808,56.1029,H4,Stony,Found,50962
Ramlat as Sahmah 275,963.6,2008,20.5426,56.1068,L6,Stony,Found,50963
Ramlat as Sahmah 276,12800.0,2008,20.5225,56.1177,L6,Stony,Found,50964
Ramlat as Sahmah 277,47.0,2008,20.6173,56.1395,H5,Stony,Found,50965
Ramlat as Sahmah 278,3208.7,2008,20.6326,56.16,H4,Stony,Found,50966
Ramlat as Sahmah 279,648.4,2008,20.5966,56.2092,H5,Stony,Found,50967
Red Dry Lake 068,26.2,2008,35.64,-114.0328,H4,Stony,Found,52891
Salar de Atacama,223.0,2008,-23.826,-68.5722,L6,Stony,Found,53813
San Juan 013,145.0,2008,-25.4438,-69.8703,L3,Stony,Found,49492
San Juan 014,134.0,2008,-25.445,-69.8707,L6,Stony,Found,49493
San Juan 015,349.0,2008,-25.4445,-69.867,L6,Stony,Found,49494
San Juan 016,116.0,2008,-25.4442,-69.8715,H5,Stony,Found,49495
San Juan 017,56.4,2008,-25.4435,-69.8745,H6,Stony,Found,49496
San Juan 018,17.2,2008,-25.443,-69.8752,L5,Stony,Found,49497
San Juan 019,181.0,2008,-25.4425,-69.874,L6,Stony,Found,49498
San Juan 020,151.0,2008,-25.4415,-69.8762,H5,Stony,Found,49499
San Juan 021,174.0,2008,-25.4417,-69.8735,H4,Stony,Found,49500
San Juan 022,86.3,2008,-25.4425,-69.8722,L6,Stony,Found,49501
San Juan 023,539.0,2008,-25.443,-69.8718,H5,Stony,Found,49502
San Juan 024,15.2,2008,-25.44,-69.8723,L6,Stony,Found,49503
San Juan 025,419.0,2008,-25.372,-69.8995,H5,Stony,Found,49504
San Juan 026,307.0,2008,-25.4425,-69.8712,L6,Stony,Found,49505
San Juan 027,199.0,2008,-25.4427,-69.8712,H3-5,Stony,Found,49506
San Juan 028,151.0,2008,-25.4412,-69.8712,H5,Stony,Found,49507
San Juan 029,399.0,2008,-25.4418,-69.871,H3,Stony,Found,49508
San Juan 030,25.5,2008,-25.4418,-69.8703,H5,Stony,Found,49509
San Juan 031,218.0,2008,-25.4403,-69.879,L3,Stony,Found,49510
San Juan 032,28.8,2008,-25.4425,-69.8772,H5/6,Stony,Found,49511
Sayh al Uhaymir 463,519.3,2008,20.0159,56.5581,L~6,Stony,Found,51662
Sayh al Uhaymir 464,210.3,2008,20.0256,56.5583,LL5,Stony,Found,51663
Sayh al Uhaymir 465,100.5,2008,20.0136,56.5579,H~6,Stony,Found,51664
Sayh al Uhaymir 466,228.3,2008,20.097,56.6245,L/LL~5,Stony,Found,51714
Sayh al Uhaymir 467,271.7,2008,20.16,56.6463,L~5,Stony,Found,51665
Sayh al Uhaymir 484,908.0,2008,20.7862,57.1497,L6,Stony,Found,52396
Sayh al Uhaymir 487,32.7,2008,21.2763,57.1188,H6,Stony,Found,51428
Sayh al Uhaymir 488,143.3,2008,21.2921,57.178,H6,Stony,Found,50969
Sayh al Uhaymir 489,3644.6,2008,20.9594,56.9719,H5,Stony,Found,50970
Sayh al Uhaymir 490,277.9,2008,20.2732,56.6341,H5,Stony,Found,50971
Sayh al Uhaymir 491,323.0,2008,20.2926,56.6422,L3.7,Stony,Found,51429
Sayh al Uhaymir 492,1257.1,2008,21.2685,57.1287,L6,Stony,Found,50968
Sayh al Uhaymir 494,149.0,2008,20.1987,56.8092,H4,Stony,Found,52423
Sayh al Uhaymir 495,92.0,2008,20.7025,57.1112,H6,Stony,Found,52409
Seminole (f),5421.0,2008,32.7004,-102.6727,H5,Stony,Found,54436
Shişr 160,100.86,2008,18.3363,53.3335,Lunar,Stony,Found,48649
Shişr 161,57.2,2008,18.6042,53.9147,Lunar,Stony,Found,47733
Shişr 165,520.6,2008,18.6066,53.9601,H4,Stony,Found,50972
Shişr 166,128.8,2008,18.5491,53.978,Lunar,Stony,Found,51590
Stockyard Creek,2700.0,2008,-23.2556,116.9008,H5,Stony,Found,55551
Thiel Mountains 07015,96.0,2008,-85.348,-87.23,H6,Stony,Found,51018
Thiel Mountains 08001,44.0,2008,-85.2407,-90.351,L6,Stony,Found,51019
Thiel Mountains 08002,44.0,2008,-85.239,-90.326,H5,Stony,Found,51020
Thiel Mountains 08003,65.0,2008,-85.2442,-90.3448,L6,Stony,Found,51021
Thiel Mountains 08005,511.0,2008,-85.387,-87.1158,H5,Stony,Found,51022
Thiel Mountains 08006,112.0,2008,-85.1657,-94.7443,H5,Stony,Found,51023
Thiel Mountains 08008,34.0,2008,-85.1757,-94.7452,H6,Stony,Found,51024
Thumb Butte,105.0,2008,35.1699,-114.4558,H3.8,Stony,Found,53890
Watson 003,2.6,2008,-30.4833,131.55,H4,Stony,Found,52942
Watson 004,1.3,2008,-30.4833,131.55,H4,Stony,Found,52650
