name,mass,year,lat,lng,recclass,group,fall,id
Yamato 791898,2.04,1979,-71.5,35.6667,H5,Stony,Found,27247
Yamato 791899,1.95,1979,-71.5,35.6667,H5,Stony,Found,27248
Yamato 791900,2.2,1979,-71.5,35.6667,H5,Stony,Found,27249
Yamato 791901,1.98,1979,-71.5,35.6667,H5,Stony,Found,27250
Yamato 791902,0.98,1979,-71.5,35.6667,H5,Stony,Found,27251
Yamato 791903,1.5,1979,-71.5,35.6667,H5,Stony,Found,27252
Yamato 791904,6.27,1979,-71.5,35.6667,H5,Stony,Found,27253
Yamato 791905,1847.0,1979,-71.5,35.6667,H5,Stony,Found,27254
Yamato 791906,32.26,1979,-71.5,35.6667,H4,Stony,Found,27255
Yamato 791907,23.52,1979,-71.5,35.6667,H4,Stony,Found,27256
Yamato 791908,7.75,1979,-71.5,35.6667,H4,Stony,Found,27257
Yamato 791909,91.96,1979,-71.5,35.6667,H4,Stony,Found,27258
Yamato 791910,18.61,1979,-71.5,35.6667,L6,Stony,Found,27259
Yamato 791911,6.4,1979,-71.5,35.6667,H6,Stony,Found,27260
Yamato 791912,20.27,1979,-71.5,35.6667,H4,Stony,Found,27261
Yamato 791913,57.85,1979,-71.5,35.6667,H5,Stony,Found,27262
Yamato 791914,22.45,1979,-71.5,35.6667,H4,Stony,Found,27263
Yamato 791915,3.47,1979,-71.5,35.6667,H4,Stony,Found,27264
Yamato 791916,47.98,1979,-71.5,35.6667,H5,Stony,Found,27265
Yamato 791917,136.7,1979,-71.5,35.6667,H4,Stony,Found,27266
Yamato 791918,134.8,1979,-71.5,35.6667,H4,Stony,Found,27267
Yamato 791919,108.81,1979,-71.5,35.6667,H4,Stony,Found,27268
Yamato 791920,87.17,1979,-71.5,35.6667,H4,Stony,Found,27269
Yamato 791921,7.63,1979,-71.5,35.6667,L6,Stony,Found,27270
Yamato 791922,23.65,1979,-71.5,35.6667,H6,Stony,Found,27271
Yamato 791923,26.92,1979,-71.5,35.6667,H4,Stony,Found,27272
Yamato 791924,16.38,1979,-71.5,35.6667,H4,Stony,Found,27273
Yamato 791925,1311.0,1979,-71.5,35.6667,L4,Stony,Found,27274
Yamato 791926,2602.0,1979,-71.5,35.6667,H5,Stony,Found,27275
Yamato 791927,444.17,1979,-71.5,35.6667,L6,Stony,Found,27276
Yamato 791928,17.9,1979,-71.5,35.6667,H4,Stony,Found,27277
Yamato 791929,21.78,1979,-71.5,35.6667,H6,Stony,Found,27278
Yamato 791930,11.58,1979,-71.5,35.6667,H4,Stony,Found,27279
Yamato 791931,260.06,1979,-71.5,35.6667,H4,Stony,Found,27280
Yamato 791932,8.42,1979,-71.5,35.6667,H4,Stony,Found,27281
Yamato 791933,135.18,1979,-71.5,35.6667,H6,Stony,Found,27282
Yamato 791934,40.02,1979,-71.5,35.6667,H4,Stony,Found,27283
Yamato 791935,18.9,1979,-71.5,35.6667,H6,Stony,Found,27284
Yamato 791936,22.61,1979,-71.5,35.6667,H4,Stony,Found,27285
Yamato 791937,18.19,1979,-71.5,35.6667,H4,Stony,Found,27286
Yamato 791938,6.36,1979,-71.5,35.6667,H4,Stony,Found,27287
Yamato 791939,3.47,1979,-71.5,35.6667,L6,Stony,Found,27288
Yamato 791940,10.03,1979,-71.5,35.6667,H4,Stony,Found,27289
Yamato 791941,18.79,1979,-71.5,35.6667,H4,Stony,Found,27290
Yamato 791942,3.59,1979,-71.5,35.6667,H4,Stony,Found,27291
Yamato 791943,1.6,1979,-71.5,35.6667,H4,Stony,Found,27292
Yamato 791944,1.78,1979,-71.5,35.6667,H4,Stony,Found,27293
Yamato 791945,1.54,1979,-71.5,35.6667,H4,Stony,Found,27294
Yamato 791946,1.47,1979,-71.5,35.6667,H4,Stony,Found,27295
Yamato 791947,1.1,1979,-71.5,35.6667,H4,Stony,Found,27296
Yamato 791948,79.9,1979,-71.5,35.6667,H4,Stony,Found,27297
Yamato 791949,96.45,1979,-71.5,35.6667,H,Stony,Found,27298
Yamato 791950,9.49,1979,-71.5,35.6667,H,Stony,Found,27299
Yamato 791951,9.55,1979,-71.5,35.6667,H,Stony,Found,27300
Yamato 791952,7.79,1979,-71.5,35.6667,H6,Stony,Found,27301
Yamato 791953,2.17,1979,-71.5,35.6667,L6,Stony,Found,27302
Yamato 791954,1.68,1979,-71.5,35.6667,L6,Stony,Found,27303
Yamato 791956,1015.0,1979,-71.5,35.6667,L6,Stony,Found,27305
Yamato 791957,34.24,1979,-71.5,35.6667,L6,Stony,Found,27306
Yamato 791958,826.0,1979,-71.5,35.6667,L6,Stony,Found,27307
Yamato 791959,31.46,1979,-71.5,35.6667,H4,Stony,Found,27308
Yamato 791960,242.08,1979,-71.5,35.6667,Eucrite-pmict,Stony,Found,27309
Yamato 791961,1387.0,1979,-71.5,35.6667,L3.6,Stony,Found,27310
Yamato 791962,299.65,1979,-71.5,35.6667,Eucrite-pmict,Stony,Found,27311
Yamato 791963,194.68,1979,-71.5,35.6667,H5,Stony,Found,27312
Yamato 791964,12.35,1979,-71.5,35.6667,L6,Stony,Found,27313
Yamato 791965,43.65,1979,-71.5,35.6667,H4,Stony,Found,27314
Yamato 791966,4.81,1979,-71.5,35.6667,H4,Stony,Found,27315
Yamato 791967,5.85,1979,-71.5,35.6667,H4,Stony,Found,27316
Yamato 791968,358.51,1979,-71.5,35.6667,H4,Stony,Found,27317
Yamato 791969,135.85,1979,-71.5,35.6667,H4,Stony,Found,27318
Yamato 791970,248.38,1979,-71.5,35.6667,H4,Stony,Found,27319
Yamato 791971,274.79,1979,-71.5,35.6667,H4,Stony,Found,27320
Yamato 791972,234.81,1979,-71.5,35.6667,H4,Stony,Found,27321
Yamato 791973,199.87,1979,-71.5,35.6667,H4,Stony,Found,27322
Yamato 791974,137.81,1979,-71.5,35.6667,H4,Stony,Found,27323
Yamato 791975,180.58,1979,-71.5,35.6667,H4,Stony,Found,27324
Yamato 791976,173.77,1979,-71.5,35.6667,H4,Stony,Found,27325
Yamato 791977,165.17,1979,-71.5,35.6667,H4,Stony,Found,27326
Yamato 791978,160.28,1979,-71.5,35.6667,H4,Stony,Found,27327
Yamato 791979,100.33,1979,-71.5,35.6667,H4,Stony,Found,27328
Yamato 791980,125.81,1979,-71.5,35.6667,H4,Stony,Found,27329
Yamato 791981,103.73,1979,-71.5,35.6667,H4,Stony,Found,27330
Yamato 791982,100.42,1979,-71.5,35.6667,H4,Stony,Found,27331
Yamato 791983,105.42,1979,-71.5,35.6667,H4,Stony,Found,27332
Yamato 791984,71.47,1979,-71.5,35.6667,H4,Stony,Found,27333
Yamato 791985,90.55,1979,-71.5,35.6667,H4,Stony,Found,27334
Yamato 791986,64.38,1979,-71.5,35.6667,H4,Stony,Found,27335
Yamato 791987,86.85,1979,-71.5,35.6667,H4,Stony,Found,27336
Yamato 791988,112.26,1979,-71.5,35.6667,H4,Stony,Found,27337
Yamato 791989,79.94,1979,-71.5,35.6667,H4,Stony,Found,27338
Yamato 791990,77.6,1979,-71.5,35.6667,H4,Stony,Found,27339
Yamato 791991,68.74,1979,-71.5,35.6667,H4,Stony,Found,27340
Yamato 791992,41.26,1979,-71.5,35.6667,H4,Stony,Found,27341
Yamato 791993,39.91,1979,-71.5,35.6667,H4,Stony,Found,27342
Yamato 791994,39.35,1979,-71.5,35.6667,H4,Stony,Found,27343
Yamato 791995,42.46,1979,-71.5,35.6667,H4,Stony,Found,27344
Yamato 791996,45.38,1979,-71.5,35.6667,H4,Stony,Found,27345
Yamato 791997,36.79,1979,-71.5,35.6667,H4,Stony,Found,27346
Yamato 791998,46.96,1979,-71.5,35.6667,H4,Stony,Found,27347
Yamato 791999,35.52,1979,-71.5,35.6667,H4,Stony,Found,27348
Yamato 792000,37.63,1979,-71.5,35.6667,H4,Stony,Found,27349
Yamato 792004,44.11,1979,-71.5,35.6667,H4,Stony,Found,27353
Yamato 792010,26.99,1979,-71.5,35.6667,H4,Stony,Found,27359
Yamato 792014,23.27,1979,-71.5,35.6667,H4,Stony,Found,27363
Yamato 792016,25.8,1979,-71.5,35.6667,H4,Stony,Found,27365
Yamato 792019,15.45,1979,-71.5,35.6667,H4,Stony,Found,27368
Yamato 792025,17.84,1979,-71.5,35.6667,H4,Stony,Found,27374
Yamato 792033,46.65,1979,-71.5,35.6667,H4,Stony,Found,27382
Yamato 792037,46.38,1979,-71.5,35.6667,H4,Stony,Found,27386
Yamato 792041,35.31,1979,-71.5,35.6667,H4,Stony,Found,27390
Yamato 792045,18.14,1979,-71.5,35.6667,H4,Stony,Found,27394
Yamato 792049,25.85,1979,-71.5,35.6667,H4,Stony,Found,27398
Yamato 792055,24.2,1979,-71.5,35.6667,H4,Stony,Found,27404
Yamato 792060,14.64,1979,-71.5,35.6667,H4,Stony,Found,27409
Yamato 792063,20.42,1979,-71.5,35.6667,H4,Stony,Found,27412
Yamato 792069,16.82,1979,-71.5,35.6667,H4,Stony,Found,27418
Yamato 792077,10.32,1979,-71.5,35.6667,H4,Stony,Found,27426
Yamato 792084,10.97,1979,-71.5,35.6667,H4,Stony,Found,27433
Yamato 792091,28.58,1979,-71.5,35.6667,H4,Stony,Found,27440
Yamato 792093,7.21,1979,-71.5,35.6667,H4,Stony,Found,27442
Yamato 792100,7.53,1979,-71.5,35.6667,H4,Stony,Found,27449
Yamato 792111,16.57,1979,-71.5,35.6667,H4,Stony,Found,27460
Yamato 792119,10.83,1979,-71.5,35.6667,H4,Stony,Found,27468
Yamato 792127,10.06,1979,-71.5,35.6667,H4,Stony,Found,27476
Yamato 792131,20.94,1979,-71.5,35.6667,H4,Stony,Found,27480
Yamato 792138,11.58,1979,-71.5,35.6667,H4,Stony,Found,27487
Yamato 792149,11.06,1979,-71.5,35.6667,H4,Stony,Found,27498
Yamato 792341,143.02,1979,-71.5,35.6667,H6,Stony,Found,27690
Yamato 792342,22.55,1979,-71.5,35.6667,H4,Stony,Found,27691
Yamato 792343,34.06,1979,-71.5,35.6667,H6,Stony,Found,27692
Yamato 792344,8.82,1979,-71.5,35.6667,H4,Stony,Found,27693
Yamato 792346,2.37,1979,-71.5,35.6667,H4,Stony,Found,27695
Yamato 792347,2.82,1979,-71.5,35.6667,L6,Stony,Found,27696
Yamato 792348,2.99,1979,-71.5,35.6667,H5,Stony,Found,27697
Yamato 792349,1.63,1979,-71.5,35.6667,L6,Stony,Found,27698
Yamato 792506,531.59,1979,-71.5,35.6667,H4,Stony,Found,27855
Yamato 792507,27.88,1979,-71.5,35.6667,L4,Stony,Found,27856
Yamato 792508,20.71,1979,-71.5,35.6667,L6,Stony,Found,27857
Yamato 792509,1.01,1979,-71.5,35.6667,L6,Stony,Found,27858
Yamato 792510,608.73,1979,-71.5,35.6667,Eucrite-mmict,Stony,Found,27859
Yamato 792511,49.22,1979,-71.5,35.6667,Eucrite-mmict,Stony,Found,27860
Yamato 792512,128.45,1979,-71.5,35.6667,L6,Stony,Found,27861
Yamato 792513,3.6,1979,-71.5,35.6667,H5,Stony,Found,27862
Yamato 792514,1.08,1979,-71.5,35.6667,L4,Stony,Found,27863
Yamato 792515,3.28,1979,-71.5,35.6667,L5,Stony,Found,27864
Yamato 792516,148.64,1979,-71.5,35.6667,H4,Stony,Found,27865
Yamato 792517,141.95,1979,-71.5,35.6667,H4,Stony,Found,27866
Yamato 792518,0.87,1979,-71.5,35.6667,CR2,Stony,Found,27867
Yamato 792519,571.43,1979,-71.5,35.6667,L4-6,Stony,Found,27868
Yamato 792520,127.9,1979,-71.5,35.6667,L6,Stony,Found,27869
Yamato 792521,438.85,1979,-71.5,35.6667,H4,Stony,Found,27870
Yamato 792522,371.63,1979,-71.5,35.6667,H4,Stony,Found,27871
Yamato 792523,232.24,1979,-71.5,35.6667,H5,Stony,Found,27872
Yamato 792524,126.03,1979,-71.5,35.6667,H4,Stony,Found,27873
Yamato 792525,85.28,1979,-71.5,35.6667,H4,Stony,Found,27874
Yamato 792526,104.19,1979,-71.5,35.6667,H4,Stony,Found,27875
Yamato 792527,76.84,1979,-71.5,35.6667,H4,Stony,Found,27876
Yamato 792528,55.49,1979,-71.5,35.6667,H4,Stony,Found,27877
Yamato 792529,48.03,1979,-71.5,35.6667,H4,Stony,Found,27878
Yamato 792530,53.92,1979,-71.5,35.6667,H5,Stony,Found,27879
Yamato 792531,43.41,1979,-71.5,35.6667,H4,Stony,Found,27880
Yamato 792532,49.64,1979,-71.5,35.6667,H5,Stony,Found,27881
Yamato 792533,46.13,1979,-71.5,35.6667,H5,Stony,Found,27882
Yamato 792534,40.3,1979,-71.5,35.6667,H5,Stony,Found,27883
Yamato 792535,36.0,1979,-71.5,35.6667,H4,Stony,Found,27884
Yamato 792536,26.86,1979,-71.5,35.6667,H4,Stony,Found,27885
Yamato 792537,27.75,1979,-71.5,35.6667,H5,Stony,Found,27886
Yamato 792538,27.5,1979,-71.5,35.6667,H4,Stony,Found,27887
Yamato 792539,31.36,1979,-71.5,35.6667,H5,Stony,Found,27888
Yamato 792540,24.77,1979,-71.5,35.6667,H5,Stony,Found,27889
Yamato 792541,25.29,1979,-71.5,35.6667,H4,Stony,Found,27890
Yamato 792542,19.65,1979,-71.5,35.6667,H5,Stony,Found,27891
Yamato 792543,17.22,1979,-71.5,35.6667,H4,Stony,Found,27892
Yamato 792544,18.34,1979,-71.5,35.6667,H4,Stony,Found,27893
Yamato 792545,15.22,1979,-71.5,35.6667,H4,Stony,Found,27894
Yamato 792546,15.01,1979,-71.5,35.6667,H5,Stony,Found,27895
Yamato 792547,15.21,1979,-71.5,35.6667,H4,Stony,Found,27896
Yamato 792548,13.81,1979,-71.5,35.6667,H4/5,Stony,Found,27897
Yamato 792549,13.29,1979,-71.5,35.6667,H4/5,Stony,Found,27898
Yamato 792550,13.81,1979,-71.5,35.6667,H4/5,Stony,Found,27899
Yamato 792551,13.86,1979,-71.5,35.6667,H4/5,Stony,Found,27900
Yamato 792552,10.06,1979,-71.5,35.6667,H4/5,Stony,Found,27901
Yamato 792553,8.93,1979,-71.5,35.6667,H4/5,Stony,Found,27902
Yamato 792554,10.84,1979,-71.5,35.6667,H4/5,Stony,Found,27903
Yamato 792555,9.97,1979,-71.5,35.6667,H4/5,Stony,Found,27904
Yamato 792556,7.05,1979,-71.5,35.6667,H4/5,Stony,Found,27905
Yamato 792557,8.65,1979,-71.5,35.6667,H4/5,Stony,Found,27906
Yamato 792558,9.93,1979,-71.5,35.6667,H5,Stony,Found,27907
Yamato 792559,8.5,1979,-71.5,35.6667,H4/5,Stony,Found,27908
Yamato 792560,9.14,1979,-71.5,35.6667,H4/5,Stony,Found,27909
Yamato 792561,14.15,1979,-71.5,35.6667,H4/5,Stony,Found,27910
Yamato 792562,11.85,1979,-71.5,35.6667,H4/5,Stony,Found,27911
Yamato 792563,8.46,1979,-71.5,35.6667,H4/5,Stony,Found,27912
Yamato 792564,7.27,1979,-71.5,35.6667,H4/5,Stony,Found,27913
Yamato 792565,8.27,1979,-71.5,35.6667,H4/5,Stony,Found,27914
Yamato 792566,6.08,1979,-71.5,35.6667,H4/5,Stony,Found,27915
Yamato 792567,4.88,1979,-71.5,35.6667,H4/5,Stony,Found,27916
Yamato 792568,9.77,1979,-71.5,35.6667,H4/5,Stony,Found,27917
Yamato 792569,5.45,1979,-71.5,35.6667,H4/5,Stony,Found,27918
Yamato 792570,7.63,1979,-71.5,35.6667,H4/5,Stony,Found,27919
Yamato 792571,5.14,1979,-71.5,35.6667,H4/5,Stony,Found,27920
Yamato 792572,6.1,1979,-71.5,35.6667,H4/5,Stony,Found,27921
Yamato 792573,6.49,1979,-71.5,35.6667,H4/5,Stony,Found,27922
Yamato 792574,6.1,1979,-71.5,35.6667,H4/5,Stony,Found,27923
Yamato 792575,4.89,1979,-71.5,35.6667,H4/5,Stony,Found,27924
Yamato 792576,5.51,1979,-71.5,35.6667,H4/5,Stony,Found,27925
Yamato 792577,6.53,1979,-71.5,35.6667,H4/5,Stony,Found,27926
Yamato 792578,6.23,1979,-71.5,35.6667,H4/5,Stony,Found,27927
Yamato 792579,8.04,1979,-71.5,35.6667,H4/5,Stony,Found,27928
Yamato 792580,6.76,1979,-71.5,35.6667,H4/5,Stony,Found,27929
Yamato 792581,7.61,1979,-71.5,35.6667,H4/5,Stony,Found,27930
Yamato 792582,6.61,1979,-71.5,35.6667,H4/5,Stony,Found,27931
Yamato 792583,5.09,1979,-71.5,35.6667,H4/5,Stony,Found,27932
Yamato 792584,3.64,1979,-71.5,35.6667,H4/5,Stony,Found,27933
Yamato 792585,5.38,1979,-71.5,35.6667,H4/5,Stony,Found,27934
Yamato 792586,4.93,1979,-71.5,35.6667,H4/5,Stony,Found,27935
Yamato 792587,2.78,1979,-71.5,35.6667,H4/5,Stony,Found,27936
Yamato 792588,4.24,1979,-71.5,35.6667,H4/5,Stony,Found,27937
Yamato 792589,5.75,1979,-71.5,35.6667,H4/5,Stony,Found,27938
Yamato 792590,4.06,1979,-71.5,35.6667,H4/5,Stony,Found,27939
Yamato 792591,2.6,1979,-71.5,35.6667,H4/5,Stony,Found,27940
Yamato 792592,3.07,1979,-71.5,35.6667,H4/5,Stony,Found,27941
Yamato 792593,4.67,1979,-71.5,35.6667,H4/5,Stony,Found,27942
Yamato 792594,3.68,1979,-71.5,35.6667,H4/5,Stony,Found,27943
Yamato 792595,3.61,1979,-71.5,35.6667,H4/5,Stony,Found,27944
Yamato 792596,3.51,1979,-71.5,35.6667,H4/5,Stony,Found,27945
Yamato 792597,4.11,1979,-71.5,35.6667,H4/5,Stony,Found,27946
Yamato 792598,3.72,1979,-71.5,35.6667,H4/5,Stony,Found,27947
Yamato 792599,3.84,1979,-71.5,35.6667,H4/5,Stony,Found,27948
Yamato 792600,3.81,1979,-71.5,35.6667,H4/5,Stony,Found,27949
Yamato 792601,3.76,1979,-71.5,35.6667,H4/5,Stony,Found,27950
Yamato 792602,3.04,1979,-71.5,35.6667,H4/5,Stony,Found,27951
Yamato 792603,2.83,1979,-71.5,35.6667,H4/5,Stony,Found,27952
Yamato 792604,2.69,1979,-71.5,35.6667,H4/5,Stony,Found,27953
Yamato 792605,2.68,1979,-71.5,35.6667,H4/5,Stony,Found,27954
Yamato 792606,2.7,1979,-71.5,35.6667,H4/5,Stony,Found,27955
Yamato 792607,2.95,1979,-71.5,35.6667,H4/5,Stony,Found,27956
Yamato 792608,2.5,1979,-71.5,35.6667,H4/5,Stony,Found,27957
Yamato 792609,2.95,1979,-71.5,35.6667,H4/5,Stony,Found,27958
Yamato 792610,2.78,1979,-71.5,35.6667,H4/5,Stony,Found,27959
Yamato 792611,2.93,1979,-71.5,35.6667,H4/5,Stony,Found,27960
Yamato 792612,2.25,1979,-71.5,35.6667,H4/5,Stony,Found,27961
Yamato 792613,2.27,1979,-71.5,35.6667,H4/5,Stony,Found,27962
Yamato 792614,2.98,1979,-71.5,35.6667,H4/5,Stony,Found,27963
Yamato 792615,3.19,1979,-71.5,35.6667,H4/5,Stony,Found,27964
Yamato 792616,3.02,1979,-71.5,35.6667,H4/5,Stony,Found,27965
Yamato 792617,3.04,1979,-71.5,35.6667,H4/5,Stony,Found,27966
Yamato 792618,2.45,1979,-71.5,35.6667,H4/5,Stony,Found,27967
Yamato 792619,2.72,1979,-71.5,35.6667,H4/5,Stony,Found,27968
Yamato 792620,1.82,1979,-71.5,35.6667,H4/5,Stony,Found,27969
Yamato 792621,2.07,1979,-71.5,35.6667,H4/5,Stony,Found,27970
Yamato 792622,1.44,1979,-71.5,35.6667,H4/5,Stony,Found,27971
Yamato 792623,2.29,1979,-71.5,35.6667,H4/5,Stony,Found,27972
Yamato 792624,2.57,1979,-71.5,35.6667,H4/5,Stony,Found,27973
Yamato 792625,1.94,1979,-71.5,35.6667,H4/5,Stony,Found,27974
Yamato 792626,1.81,1979,-71.5,35.6667,H4/5,Stony,Found,27975
Yamato 792627,2.83,1979,-71.5,35.6667,H4/5,Stony,Found,27976
Yamato 792628,3.12,1979,-71.5,35.6667,H4/5,Stony,Found,27977
Yamato 792629,2.3,1979,-71.5,35.6667,H4/5,Stony,Found,27978
Yamato 792630,2.32,1979,-71.5,35.6667,H4/5,Stony,Found,27979
Yamato 792631,2.0,1979,-71.5,35.6667,H4/5,Stony,Found,27980
Yamato 792632,1.87,1979,-71.5,35.6667,H4/5,Stony,Found,27981
Yamato 792633,1.73,1979,-71.5,35.6667,H4/5,Stony,Found,27982
Yamato 792634,1.72,1979,-71.5,35.6667,H4/5,Stony,Found,27983
Yamato 792635,1.37,1979,-71.5,35.6667,H4/5,Stony,Found,27984
Yamato 792636,1.25,1979,-71.5,35.6667,H4/5,Stony,Found,27985
Yamato 792637,1.19,1979,-71.5,35.6667,H4/5,Stony,Found,27986
Yamato 792638,1.37,1979,-71.5,35.6667,H4/5,Stony,Found,27987
Yamato 792639,1.06,1979,-71.5,35.6667,H4/5,Stony,Found,27988
Yamato 792640,1.08,1979,-71.5,35.6667,H4/5,Stony,Found,27989
Yamato 792641,1.42,1979,-71.5,35.6667,H4/5,Stony,Found,27990
Yamato 792642,0.67,1979,-71.5,35.6667,H4/5,Stony,Found,27991
Yamato 792643,0.97,1979,-71.5,35.6667,H4/5,Stony,Found,27992
Yamato 792644,4.3,1979,-71.5,35.6667,H4/5,Stony,Found,27993
Yamato 792645,5.32,1979,-71.5,35.6667,H5,Stony,Found,27994
Yamato 792646,4.92,1979,-71.5,35.6667,H4/5,Stony,Found,27995
Yamato 792647,3.43,1979,-71.5,35.6667,H4/5,Stony,Found,27996
Yamato 792648,2.73,1979,-71.5,35.6667,H4/5,Stony,Found,27997
Yamato 792649,2.73,1979,-71.5,35.6667,H4/5,Stony,Found,27998
Yamato 792650,2.6,1979,-71.5,35.6667,H4/5,Stony,Found,27999
Yamato 792651,2.21,1979,-71.5,35.6667,H4/5,Stony,Found,28000
Yamato 792652,0.68,1979,-71.5,35.6667,H4/5,Stony,Found,28001
Yamato 792653,1.41,1979,-71.5,35.6667,H4/5,Stony,Found,28002
Yamato 792654,1.89,1979,-71.5,35.6667,H4/5,Stony,Found,28003
Yamato 792655,2.03,1979,-71.5,35.6667,H4/5,Stony,Found,28004
Yamato 792656,1.67,1979,-71.5,35.6667,H4/5,Stony,Found,28005
Yamato 792657,0.96,1979,-71.5,35.6667,H4/5,Stony,Found,28006
Yamato 792658,1.05,1979,-71.5,35.6667,H4/5,Stony,Found,28007
Yamato 792659,1.0,1979,-71.5,35.6667,H4/5,Stony,Found,28008
Yamato 792660,10.04,1979,-71.5,35.6667,H4/5,Stony,Found,28009
Yamato 792661,137.96,1979,-71.5,35.6667,H4,Stony,Found,28010
Yamato 792662,202.71,1979,-71.5,35.6667,H4,Stony,Found,28011
Yamato 792663,9.45,1979,-71.5,35.6667,Ureilite,Stony,Found,28012
Yamato 792664,6.23,1979,-71.5,35.6667,H6,Stony,Found,28013
Yamato 792665,11.27,1979,-71.5,35.6667,H4,Stony,Found,28014
Yamato 792666,9.1,1979,-71.5,35.6667,H4,Stony,Found,28015
Yamato 792667,16.3,1979,-71.5,35.6667,L6,Stony,Found,28016
Yamato 792668,216.72,1979,-71.5,35.6667,L4,Stony,Found,28017
Yamato 792669,355.84,1979,-71.5,35.6667,L6,Stony,Found,28018
Yamato 792670,119.36,1979,-71.5,35.6667,L3.6,Stony,Found,28019
Yamato 792671,5.56,1979,-71.5,35.6667,H4,Stony,Found,28020
Yamato 792672,6.9,1979,-71.5,35.6667,H6,Stony,Found,28021
Yamato 792673,28.5,1979,-71.5,35.6667,L6,Stony,Found,28022
Yamato 792674,15.41,1979,-71.5,35.6667,L4,Stony,Found,28023
Yamato 792675,6.53,1979,-71.5,35.6667,H3,Stony,Found,28024
Yamato 792679,122.87,1979,-71.5,35.6667,H4,Stony,Found,28028
Yamato 792680,134.16,1979,-71.5,35.6667,L6,Stony,Found,28029
Yamato 792681,11.21,1979,-71.5,35.6667,H4,Stony,Found,28030
Yamato 792682,9.52,1979,-71.5,35.6667,L6,Stony,Found,28031
Yamato 792683,0.96,1979,-71.5,35.6667,L6,Stony,Found,28032
Yamato 792684,25.58,1979,-71.5,35.6667,H4,Stony,Found,28033
Yamato 792685,72.37,1979,-71.5,35.6667,H4,Stony,Found,28034
Yamato 792686,39.87,1979,-71.5,35.6667,H4,Stony,Found,28035
Yamato 792687,10.14,1979,-71.5,35.6667,H4,Stony,Found,28036
Yamato 792688,48.01,1979,-71.5,35.6667,H4,Stony,Found,28037
Yamato 792689,12.39,1979,-71.5,35.6667,H4,Stony,Found,28038
Yamato 792690,10.89,1979,-71.5,35.6667,H4,Stony,Found,28039
Yamato 792691,1.31,1979,-71.5,35.6667,H4,Stony,Found,28040
Yamato 792692,39.16,1979,-71.5,35.6667,H5,Stony,Found,28041
Yamato 792693,30.77,1979,-71.5,35.6667,H4,Stony,Found,28042
Yamato 792694,12.36,1979,-71.5,35.6667,H4,Stony,Found,28043
Yamato 792695,4.87,1979,-71.5,35.6667,H4,Stony,Found,28044
Yamato 792696,1.83,1979,-71.5,35.6667,L5,Stony,Found,28045
Yamato 792698,10.79,1979,-71.5,35.6667,H4,Stony,Found,28047
Yamato 792699,12.95,1979,-71.5,35.6667,H4,Stony,Found,28048
Yamato 792700,5.61,1979,-71.5,35.6667,H4,Stony,Found,28049
Yamato 792701,4.92,1979,-71.5,35.6667,H4,Stony,Found,28050
Yamato 792702,6.22,1979,-71.5,35.6667,H4,Stony,Found,28051
Yamato 792703,4.82,1979,-71.5,35.6667,H4,Stony,Found,28052
Yamato 792704,5.17,1979,-71.5,35.6667,H4,Stony,Found,28053
Yamato 792705,3.86,1979,-71.5,35.6667,H4,Stony,Found,28054
Yamato 792706,4.02,1979,-71.5,35.6667,H4,Stony,Found,28055
Yamato 792707,3.55,1979,-71.5,35.6667,H4,Stony,Found,28056
Yamato 792708,3.22,1979,-71.5,35.6667,H4,Stony,Found,28057
Yamato 792709,3.61,1979,-71.5,35.6667,H4,Stony,Found,28058
Yamato 792710,2.71,1979,-71.5,35.6667,H4,Stony,Found,28059
Yamato 792711,2.61,1979,-71.5,35.6667,H4,Stony,Found,28060
Yamato 792712,4.25,1979,-71.5,35.6667,H4,Stony,Found,28061
Yamato 792713,1.5,1979,-71.5,35.6667,H4,Stony,Found,28062
Yamato 792714,0.33,1979,-71.5,35.6667,H4,Stony,Found,28063
Yamato 792715,29.42,1979,-71.5,35.6667,L6,Stony,Found,28064
Yamato 792716,25.74,1979,-71.5,35.6667,H4,Stony,Found,28065
Yamato 792717,26.61,1979,-71.5,35.6667,H4,Stony,Found,28066
Yamato 792718,25.78,1979,-71.5,35.6667,H4,Stony,Found,28067
Yamato 792719,12.11,1979,-71.5,35.6667,H4,Stony,Found,28068
Yamato 792720,3.91,1979,-71.5,35.6667,L6,Stony,Found,28069
Yamato 792724,1.4,1979,-71.5,35.6667,H6,Stony,Found,28073
Yamato 792727,0.65,1979,-71.5,35.6667,L6,Stony,Found,28076
Yamato 792728,12.98,1979,-71.5,35.6667,H4,Stony,Found,28077
Yamato 792729,2.59,1979,-71.5,35.6667,H4,Stony,Found,28078
Yamato 792730,7.41,1979,-71.5,35.6667,L6,Stony,Found,28079
Yamato 792731,8.61,1979,-71.5,35.6667,L6,Stony,Found,28080
Yamato 792732,6.79,1979,-71.5,35.6667,L6,Stony,Found,28081
Yamato 792733,4.39,1979,-71.5,35.6667,L6,Stony,Found,28082
Yamato 792734,2.91,1979,-71.5,35.6667,L6,Stony,Found,28083
Yamato 792735,1.96,1979,-71.5,35.6667,H6,Stony,Found,28084
Yamato 792736,3904.0,1979,-71.5,35.6667,H4,Stony,Found,28085
Yamato 792743,17.65,1979,-71.5,35.6667,H4,Stony,Found,28092
Yamato 792744,34.86,1979,-71.5,35.6667,H4,Stony,Found,28093
